Month	Date	Status	Title	Platform(s)	Genre(s)	Publisher(s)
Apr	16/04/2019		Final Fantasy X/X-2 HD Remaster	NS, XBO	Role-playing	Square Enix
Apr	16/04/2019		My Time at Portia	NS, PS4, XBO	Sandbox	Team17
Apr	16/04/2019		World War Z	Win, PS4, XBO	Survival horror, third-person shooter	Mad Dog Games
Apr	18/04/2019		Cuphead	NS	Platform	StudioMDHR
Apr	18/04/2019		Katana Zero	Win, NS	Action platformer	Devolver Digital
Apr	23/04/2019		Dragon's Dogma: Dark Arisen	NS	Action role-playing, hack and slash	Capcom
Apr	23/04/2019		Mortal Kombat 11	Win, NS, PS4, XBO	Fighting	Warner Bros. Interactive Entertainment
Apr	25/04/2019		Imperator: Rome	Win	Grand strategy	Paradox Interactive
Apr	25/04/2019		Picross S3	NS	Puzzle	Jupiter Corporation
Apr	25/04/2019		SteamWorld Quest: Hand of Gilgamech	NS	Role-playing	Thunderful Publishing
Apr	25/04/2019		Umihara Kawase Fresh![c]	NS	Action	Nicalis
Apr	26/04/2019		BoxBoy! + BoxGirl!	NS	Puzzle-platform	Nintendo
Apr	26/04/2019		Days Gone	PS4	Action-adventure, survival horror	Sony Interactive Entertainment
Apr	30/04/2019		Final Fantasy XII: The Zodiac Age	NS, XBO	Role-playing	Square Enix
Apr	30/04/2019		UBOAT	Win	Submarine simulator	PlayWay S.A.
May	01/05/2019		Detective Di: The Silk Rose Murders	Win, Lin	Point-and-click adventure	Nupixo Games
May	02/05/2019		Close to the Sun	Win	Adventure, survival horror	Wired Productions
May	07/05/2019		Puyo Puyo Champions[d]	Win, NS, PS4, XBO	Puzzle	Sega
May	07/05/2019		Shakedown: Hawaii	Win, NS, PS4, PSVita	Action-adventure	Vblank Entertainment
May	09/05/2019		Life Is Strange 2 – Episode 3: Wastelands	Win, PS4, XBO	Graphic adventure	Square Enix
May	09/05/2019		Yakuza Kiwami 2	Win	Action-adventure	Sega
May	10/05/2019		Saints Row: The Third - The Full Package	NS	Action-adventure, third-person shooter	Deep Silver
May	14/05/2019		A Plague Tale: Innocence	Win, PS4, XBO	Action-adventure, puzzle	Focus Home Interactive
May	14/05/2019		Darkwood	PS4	Survival horror, action-adventure	Acid Wizard Studio
May	14/05/2019		Rage 2	Win, PS4, XBO	First-person shooter	Bethesda Softworks
May	14/05/2019		Redout	NS	Racing	Nicalis
May	14/05/2019		Sniper Elite V2 Remastered	Win, NS, PS4, XBO	Third-person shooter	Rebellion Developments
May	14/05/2019		World End Syndrome	NS, PS4	Visual novel	Arc System Works
May	16/05/2019		Bubsy: Paws on Fire!	Win, PS4	Platformer	UFO Interactive Games
May	16/05/2019		Castlevania Anniversary Collection	Win, NS, PS4, XBO	Platform	Konami
May	16/05/2019		Darkwood	NS	Survival horror, action-adventure	Acid Wizard Studio
May	17/05/2019		Darkwood	XBO	Survival horror, action-adventure	Acid Wizard Studio
May	21/05/2019		Assassin's Creed III Remastered	NS	Action-adventure, stealth	Ubisoft
May	21/05/2019		Atelier Lulua: The Scion of Arland	Win, NS, PS4	Role-playing	Koei Tecmo
May	21/05/2019		Dauntless	Win, PS4, XBO	Action role-playing	Epic Games
May	21/05/2019		Observation	Win, PS4	Adventure, puzzle	Devolver Digital
May	21/05/2019		Resident Evil	NS	Survival horror	Capcom
May	21/05/2019		Resident Evil 4	NS	Survival horror, third-person shooter	Capcom
May	21/05/2019		Resident Evil Zero	NS	Survival horror	Capcom
May	21/05/2019		Slay the Spire	PS4	Roguelike, deck-building	Humble Bundle
May	21/05/2019		Team Sonic Racing	Win, NS, PS4, XBO	Kart racing	Sega
May	22/05/2019		Pokémon Rumble Rush	Droid	Action	The Pokémon Company
May	23/05/2019		Total War: Three Kingdoms	Win	Turn-based strategy, real-time tactics	Sega
May	27/05/2019		Little Friends: Dogs & Cats	NS	Simulation	Imagineer
May	28/05/2019		Among the Sleep: Enhanced Edition	NS, PS4, XBO	Survival horror, action-adventure	Krillbite Studio
May	28/05/2019		Blood & Truth	PS4	First-person shooter	Sony Interactive Entertainment
May	28/05/2019		Brothers: A Tale of Two Sons	NS	Adventure	505 Games
May	28/05/2019		Crystal Crisis	NS	Puzzle	Nicalis
May	28/05/2019		The House in Fata Morgana: Dream of the Revenants Edition	PSVita	Visual novel	Mighty Rabbit Studios
May	28/05/2019		Layers of Fear 2	Win, PS4, XBO	Adventure, horror	Gun Media
May	28/05/2019		Void Bastards	Win, XBO	First-person shooter, roguelike	Humble Bundle
May	29/05/2019		Vectronom	Win, Mac, NS	Rhythm	ARTE Experience
May	30/05/2019		Outer Wilds	Win, XBO	Adventure	Annapurna Interactive
May	31/05/2019		Cricket 19	NS, PS4, XBO	Sports	Big Ant Studios
May	31/05/2019		PixARK	Win, NS, PS4, XBO	Sandbox	Snail Games
Jun	04/06/2019		Asdivine Dios	Win, XBO	Role-playing	Kemco
Jun	04/06/2019		Kotodama: The 7 Mysteries of Fujisawa	Win, NS, PS4	Visual novel	PQube
Jun	04/06/2019		The Legend of Heroes: Trails of Cold Steel II[d]	PS4	Role-playing	Xseed Games
Jun	04/06/2019		Persona Q2: New Cinema Labyrinth[d]	3DS	Dungeon crawler, role-playing	Atlus
Jun	04/06/2019		Timespinner	NS	Metroidvania	Lunar Ray Games
Jun	04/06/2019		Warhammer: Chaosbane	Win, PS4, XBO	Role-playing	Bigben Interactive
Jun	06/06/2019		Journey	Win	Adventure, art game	Annapurna Interactive
Jun	06/06/2019		MotoGP 19	Win, PS4, XBO	Racing	Milestone
Jun	06/06/2019		Slay the Spire	NS	Roguelike, deck-building	Humble Bundle
Jun	07/06/2019		A-Train Express[d]	PS4, PSVR	Simulation	Degica Games
Jun	07/06/2019		Octopath Traveler	Win	Role-playing	Square Enix
Jun	11/06/2019		Battle Worlds: Kronos	NS	Turn-based strategy	THQ Nordic
Jun	11/06/2019		Collection of Mana	NS	Action role-playing	Square Enix
Jun	11/06/2019		Contra Anniversary Collection	Win, NS, PS4, XBO	Action, platformer	Konami
Jun	11/06/2019		The House in Fata Morgana: Dream of the Revenants Edition	PS4	Visual novel	Mighty Rabbit Studios
Jun	12/06/2019		Doraemon: Nobita's Story of Seasons[c]	NS	Simulation	Bandai Namco Entertainment
Jun	13/06/2019		Cadence of Hyrule	NS	Roguelike, rhythm	Nintendo
Jun	14/06/2019		Blaster Master Zero	Win	Action, platformer	Inti Creates
Jun	18/06/2019		Bloodstained: Ritual of the Night	Win, PS4, XBO	Metroidvania, action-adventure	505 Games
Jun	18/06/2019		Crystal Crisis	PS4	Puzzle	Nicalis
Jun	20/06/2019		198X	Win, PS4	Arcade	Hi-Bit Studios
Jun	20/06/2019		Harry Potter: Wizards Unite	iOS, Droid	Adventure	Niantic
Jun	20/06/2019		My Friend Pedro	Win, NS	Shoot 'em up	Devolver Digital
Jun	20/06/2019		Project Lux	PS4	Adventure	Sekai Project
Jun	20/06/2019		Super Neptunia RPG[d]	Win	Role-playing	Idea Factory
Jun	20/06/2019		Yakuza 5[c]	PS4	Action-adventure	Sega
Jun	20/06/2019		Yo-kai Watch 4[c]	NS	Role-playing	Level-5
Jun	21/06/2019		Crash Team Racing Nitro-Fueled	NS, PS4, XBO	Kart racing	Activision
Jun	24/06/2019		Heavy Rain	Win	Interactive drama	Sony Interactive Entertainment
Jun	25/06/2019		Bloodstained: Ritual of the Night	NS	Metroidvania, action-adventure	505 Games
Jun	25/06/2019		Devil May Cry	NS	Action-adventure, hack and slash	Capcom
Jun	25/06/2019		Judgment[d]	PS4	Action-adventure	Sega
Jun	25/06/2019		Samurai Shodown	PS4, XBO	Fighting	Athlon Games
Jun	25/06/2019		Super Neptunia RPG[d]	NS, PS4	Role-playing	Idea Factory
Jun	26/06/2019		Hardcore Mecha	Win, PS4	Action, mech	
Jun	26/06/2019		Human: Fall Flat	iOS, Droid	Platform, puzzle	505 Games
Jun	27/06/2019		Minit	iOS, Droid	Adventure	Devolver Digital
Jun	27/06/2019		MotoGP 19	NS	Racing	Milestone
Jun	27/06/2019		The Sinking City	Win, PS4, XBO	Action-adventure, survival horror	Bigben Interactive
Jun	28/06/2019		F1 2019	Win, PS4, XBO	Racing	Codemasters
Jun	28/06/2019		Super Mario Maker 2	NS	Level editor, platform	Nintendo
Jul	02/07/2019		Final Fantasy XIV: Shadowbringers	Win, PS4	MMORPG	Square Enix
Jul	02/07/2019		Psyvariar Delta[d]	NS, PS4	Shoot 'em up	Dispatch Games
Jul	02/07/2019		Red Faction: Guerrilla Re-Mars-tered	NS	Third-person shooter, action-adventure	THQ Nordic
Jul	04/07/2019		Alternate Jake Hunter: Daedalus The Awakening of Golden Jazz	Win	Adventure	Arc System Works
Jul	04/07/2019		Clannad	NS	Visual novel	Prototype
Jul	04/07/2019		Stranger Things 3: The Game	Win, NS, PS4, XBO	Beat 'em up	Netflix
Jul	05/07/2019		Attack on Titan 2: Final Battle	Win, NS, PS4, XBO	Action	Koei Tecmo
Jul	05/07/2019		Sea of Solitude	Win, PS4, XBO	Adventure	Electronic Arts
Jul	05/07/2019		Teppen	iOS, Droid	Digital collectible card game	GungHo Online Entertainment
Jul	09/07/2019		Dr. Mario World	iOS, Droid	Puzzle	Nintendo
Jul	09/07/2019		Senran Kagura: Peach Ball[d]	NS	Pinball	Xseed Games
Jul	09/07/2019		Umihara Kawase Fresh![d]	NS	Action, platform	Nicalis
Jul	11/07/2019		Blazing Chrome	Win, NS, PS4, XBO	Run and gun	The Arcade Crew
Jul	11/07/2019		Earth Defense Force 5	Win	Third-person shooter	D3 Publisher
Jul	11/07/2019		Tiny Metal: Full Metal Rumble	Win, NS	Turn-based tactics	Unties
Jul	12/07/2019		Aggelos	PS4, XBO	Action, platformer	
Jul	12/07/2019		Dragon Quest Builders 2[d]	NS, PS4	Action role-playing, sandbox	Square Enix
Jul	12/07/2019		God Eater 3	NS	Action role-playing	Bandai Namco Entertainment
Jul	18/07/2019		Etherborn	Win, NS, PS4, XBO	Puzzle	Altered Matter
Jul	18/07/2019		Sky: Children of the Light	iOS	Adventure	Thatgamecompany
Jul	19/07/2019		Lost Ember	Win, PS4, XBO		Mooneye Studios
Jul	19/07/2019		Marvel Ultimate Alliance 3: The Black Order	NS	Action role-playing	Nintendo
Jul	22/07/2019		Beyond: Two Souls	Win	Interactive drama	Quantic Dream
Jul	23/07/2019		Pokémon Rumble Rush	iOS	Action	The Pokemon Company
Jul	23/07/2019		Tetris Effect	Win	Puzzle	Enhance Games
Jul	23/07/2019		Vane	Win	Adventure	Friend & Foe
Jul	25/07/2019		Hyper Light Drifter	iOS	Action role-playing	Abylight Studios
Jul	25/07/2019		Raiden V: Director's Cut	NS	Shooter	UFO Interactive Games
Jul	26/07/2019		Fire Emblem: Three Houses	NS	Tactical role-playing	Nintendo
Jul	26/07/2019		Kill la Kill: If	Win, NS, PS4	Action, fighting	Arc System Works
Jul	26/07/2019		Wolfenstein: Cyberpilot	Win, PS4	First-person shooter, action-adventure	Bethesda Softworks
Jul	26/07/2019		Wolfenstein: Youngblood	Win, NS, PS4, XBO	First-person shooter	Bethesda Softworks
Jul	30/07/2019		Mutant Year Zero: Road to Eden: Deluxe Edition	NS	Turn-based strategy	Funcom
Jul	30/07/2019		Oxygen Not Included	Win, Mac, Lin	Survival, simulation	Klei Entertainment
Jul	31/07/2019		Crystal Crisis	Win	Puzzle	Nicalis
Aug	02/08/2019		The Church in the Darkness	Win, Mac, NS, PS4, XBO	Action-adventure	Fellow Traveler
Aug	02/08/2019		Dry Drowning	Win	Visual novel	VLG Publishing
Aug	02/08/2019		Horsey, Listen!	Win	Puzzle	Lekker Spelen
Aug	02/08/2019		Madden NFL 20	Win, PS4, XBO	Sports	EA Sports
Aug	03/08/2019		Asdivine Menace	XBO	Role-playing	Kemco
Aug	06/08/2019		Age of Wonders: Planetfall	Win, PS4, XBO	4X, turn-based strategy	Paradox Interactive
Aug	06/08/2019		Illusion of L'Phalcia	PS4	Role-playing	Kemco
Aug	06/08/2019		Metal Wolf Chaos XD	Win, PS4, XBO	Third-person shooter	Devolver Digital
Aug	08/08/2019		Pillars of Eternity: Complete Edition	NS	Role-playing	Versus Evil
Aug	09/08/2019		Sword Art Online: Fatal Bullet Complete Edition	NS	Action role-playing	Bandai Namco Entertainment
Aug	12/08/2019		Anodyne 2 - Return to Dust	Win, Mac, Lin	Action-adventure	Analgesic Productions
Aug	13/08/2019		The Bard's Tale Trilogy	XBO	Roguelike	inXile Entertainment
Aug	13/08/2019		Friday the 13th: The Game	NS	Survival horror	Gun Media
Aug	13/08/2019		Rebel Galaxy Outlaw	Win	Space flight simulation	Double Damage Games
Aug	15/08/2019		Ion Fury	Win, Mac, Lin	First-person shooter	3D Realms
Aug	15/08/2019		Vasara HD Collection	NS, PS4, XBO	Shoot 'em up	QUByte Interactive
Aug	16/08/2019		Grandia HD Collection	NS	Role-playing	GungHo Online Entertainment
Aug	18/08/2019		FAR: Lone Sails	NS	Vehicle adventure	Mixtvision
Aug	20/08/2019		Rad	Win, NS, PS4, XBO	Roguelike	Bandai Namco Entertainment
Aug	20/08/2019		Remnant: From the Ashes	Win, PS4, XBO	Third-person shooter, action-adventure	Perfect World Entertainment
Aug	20/08/2019		Yakuza 3[d]	PS4	Action-adventure	Sega
Aug	20/08/2019		Yu-Gi-Oh! Legacy of the Duelist: Link Evolution[d]	NS	Turn-based strategy	Konami
Aug	22/08/2019		Life Is Strange 2 – Episode 4: Faith	Win, PS4, XBO	Graphic adventure	Square Enix
Aug	22/08/2019		Oninaki	Win, NS, PS4	Role-playing	Square Enix
Aug	22/08/2019		Tokyo Chronos[c]	PS4	Adventure	Sekai Project
Aug	27/08/2019		Ancestors: The Humankind Odyssey	Win	Survival	Private Division
Aug	27/08/2019		The Bard's Tale IV: Director's Cut	Win, Mac, Lin, PS4, XBO	Roguelike	inXile Entertainment
Aug	27/08/2019		Control	Win, PS4, XBO	Third-person shooter, action-adventure	505 Games
Aug	27/08/2019		Crystar[d]	Win, PS4	Action role-playing	Spike Chunsoft
Aug	27/08/2019		Hunt: Showdown	Win	First-person shooter, survival horror	Crytek
Aug	27/08/2019		Minoria	Win, NS	Metroidvania	Dangen Entertainment
Aug	27/08/2019		World of Warcraft Classic	Win, Mac	Role-playing	Blizzard Entertainment
Aug	28/08/2019		Pokémon Masters	iOS, Droid	Role-playing	DeNA
Aug	29/08/2019		Azur Lane: Crosswave[c]	PS4	Action role-playing	Idea Factory
Aug	29/08/2019		Bubsy: Paws on Fire!	NS	Platformer	UFO Interactive Games
Aug	30/08/2019		Astral Chain	NS	Action	Nintendo
Aug	30/08/2019		Blair Witch	Win, XBO	Survival horror	Lionsgate Games
Aug	30/08/2019		Psychedelica of the Ashen Hawk	Win	Visual novel	Intragames, Idea Factory
Aug	30/08/2019		The Dark Pictures: Man of Medan	Win, PS4, XBO	Adventure, survival horror	Bandai Namco Entertainment
Aug	30/08/2019		The Ninja Saviors: Return of the Warriors	NS, PS4	Beat 'em up	ININ Games
Sep	03/09/2019		Catherine: Full Body[d]	PS4	Puzzle-platform	Atlus
Sep	03/09/2019		Children of Morta	Win, Mac	Action role-playing	11 Bit Studios
Sep	03/09/2019		Final Fantasy VIII Remastered	Win, NS, PS4, XBO	Role-playing	Square Enix
Sep	03/09/2019		Last Oasis	Win	Survival	
Sep	03/09/2019		Root Letter: Last Answer[d]	NS, PS4	Visual novel	PQube
Sep	03/09/2019		Spyro Reignited Trilogy	Win, NS	Platform	Activision
Sep	04/09/2019		Deadly Premonition: Origins	NS	Survival horror	Rising Star Games
Sep	04/09/2019		Divinity: Original Sin II	NS	Role-playing	Bandai Namco Entertainment
Sep	05/09/2019		River City Girls	Win, NS, PS4, XBO	Beat 'em up	Arc System Works
Sep	06/09/2019		Monster Hunter World: Iceborne	PS4, XBO	Action-adventure	Capcom
Sep	06/09/2019		NBA 2K20	Win, NS, PS4, XBO	Sports	2K Sports
Sep	10/09/2019		Caravan Stories[d]	PS4	MMORPG	
Sep	10/09/2019		eFootball Pro Evolution Soccer 2020	Win, PS4, XBO	Sports	Konami
Sep	10/09/2019		Gears 5	Win, XBO	Third-person shooter	Xbox Game Studios
Sep	10/09/2019		GreedFall	Win, PS4, XBO	Action role-playing	Focus Home Interactive
Sep	10/09/2019		Utawarerumono Zan	PS4	Action role-playing, beat 'em up	NIS America
Sep	13/09/2019		Borderlands 3	Win, PS4, XBO	First-person shooter	2K Games
Sep	13/09/2019		Daemon X Machina	NS	Action, third-person shooter	Nintendo
Sep	13/09/2019		NHL 20	PS4, XBO	Sports	EA Sports
Sep	17/09/2019		AI: The Somnium Files	Win, NS, PS4	Adventure	Spike Chunsoft
Sep	17/09/2019		Lego Jurassic World	NS	Action-adventure	Warner Bros. Interactive Entertainment
Sep	17/09/2019		Reel Fishing: Road Trip Adventure	NS, PS4	Fishing	Natsume
Sep	19/09/2019		Devil May Cry 2	NS	Action-adventure, hack and slash	Capcom
Sep	19/09/2019		Sayonara Wild Hearts	NS, PS4	Music	Annapurna Interactive
Sep	19/09/2019		Shakedown: Hawaii	3DS	Action-adventure	Vblank Entertainment
Sep	19/09/2019		Shantae and the Seven Sirens	iOS	Platforming	WayForward
Sep	19/09/2019		Sonic Racing	iOS	Racing	Sega
Sep	20/09/2019		The Legend of Zelda: Link's Awakening	NS	Action-adventure	Nintendo
Sep	20/09/2019		Untitled Goose Game	Win, NS	Stealth	Panic Inc.
Sep	20/09/2019		Ni no Kuni: Wrath of the White Witch	NS	Role-playing	Bandai Namco Entertainment
Sep	20/09/2019		Ni no Kuni: Wrath of the White Witch Remastered	Win, PS4	Role-playing	Bandai Namco Entertainment
Sep	24/09/2019		Baldur's Gate: Enhanced Edition	NS, PS4, XBO	Role-playing	Skybound Games
Sep	24/09/2019		Baldur's Gate: Siege of Dragonspear	NS, PS4, XBO	Role-playing	Skybound Games
Sep	24/09/2019		Baldur's Gate II: Enhanced Edition	NS, PS4, XBO	Role-playing	Skybound Games
Sep	24/09/2019		Contra: Rogue Corps	Win, NS, PS4, XBO	Run and gun	Konami
Sep	24/09/2019		Icewind Dale: Enhanced Edition	NS, PS4, XBO	Role-playing	Skybound Games
Sep	24/09/2019		Planescape: Torment: Enhanced Edition	NS, PS4, XBO	Role-playing	Skybound Games
Sep	24/09/2019		The Surge 2	Win, PS4, XBO	Action role-playing	Focus Home Interactive
Sep	25/09/2019		Mario Kart Tour	iOS, Droid	Kart racing	Nintendo
Sep	26/09/2019		Darksiders II: Deathinitive Edition	NS	Action role-playing, hack and slash	THQ Nordic
Sep	26/09/2019		Gunvolt Chronicles: Luminous Avenger iX	Win, NS, PS4	Action, platform	Inti Creates
Sep	26/09/2019		Ys IX: Monstrum Nox[c]	PS4	Role-playing	Nihon Falcom
Sep	27/09/2019		Code Vein	Win, PS4, XBO	Action role-playing	Bandai Namco Entertainment
Sep	27/09/2019		Dragon Quest	NS	Role-playing	Square Enix
Sep	27/09/2019		Dragon Quest II	NS	Role-playing	Square Enix
Sep	27/09/2019		Dragon Quest III	NS	Role-playing	Square Enix
Sep	27/09/2019		Dragon Quest XI S	NS	Role-playing	Nintendo
Sep	27/09/2019		FIFA 20	Win, NS, PS4, XBO	Sports	EA Sports
Sep	27/09/2019		Memorrha	Win, Mac, NS, PS4, XBO	Puzzle adventure	StickyStoneStudio
Sep	27/09/2019		Ori and the Blind Forest	NS	Platform	Microsoft Studios
Sep	27/09/2019		Tropico 6	PS4, XBO	Construction and management simulation	Kalypso Media
Sep	30/09/2019		Cube World	Win	Action role-playing	Picroma
Oct	01/10/2019		Call of Duty: Mobile	iOS, Droid	First-person shooter, battle royale	Activision
Oct	01/10/2019		Destiny 2: Shadowkeep	Win, PS4, XBO	Action role-playing, first-person shooter	Bungie
Oct	01/10/2019		Mobile Suit Gundam: Battle Operation 2[d]	PS4	Action	Bandai Namco Entertainment
Oct	01/10/2019		ReadySet Heroes	Win, PS4	Action	Sony Interactive Entertainment
Oct	01/10/2019		What the Golf?	Win, iOS	Puzzle	The Label
Oct	01/10/2019		YU-NO: A Girl Who Chants Love at the Bound of this World[d]	Win, NS, PS4	Adventure, visual novel	Spike Chunsoft
Oct	02/10/2019		One Night Stand	PS4, XBO	Visual novel	Ratalaika Games
Oct	03/10/2019		Fault Milestone One	NS	Visual novel	Sekai Project
Oct	04/10/2019		Ciconia When They Cry – Phase 1: For You, the Replaceable Ones	Win, Mac	Visual novel	07th Expansion, MangaGamer
Oct	04/10/2019		Ghostbusters: The Video Game Remastered	Win, NS, PS4, XBO	Third-person shooter	Mad Dog Games
Oct	04/10/2019		One Night Stand	NS	Visual novel	Ratalaika Games
Oct	04/10/2019		Tom Clancy's Ghost Recon Breakpoint	Win, PS4, XBO	Tactical shooter	Ubisoft
Oct	07/10/2019		Shantae and the Seven Sirens	Mac	Platforming	WayForward
Oct	08/10/2019		The Alliance Alive HD Remastered	NS, PS4	Role-playing	NIS America
Oct	08/10/2019		BurgerTime Party!	NS	Action, puzzle	Xseed Games
Oct	08/10/2019		Concrete Genie	PS4	Action-adventure	Sony Interactive Entertainment
Oct	08/10/2019		Trine 4: The Nightmare Prince	Win, NS, PS4, XBO	Platform	Modus Games
Oct	08/10/2019		Indivisible	Win, PS4, XBO	Action RPG	505 Games
Oct	08/10/2019		Yooka-Laylee and the Impossible Lair	Win, NS, PS4, XBO	Platform	Team17
Oct	10/10/2019		Corpse Party: Blood Drive	Win, NS	Survival horror	Marvelous USA / Marvelous Europe
Oct	10/10/2019		River City Melee Mach!!	Win, NS, PS4	Action	Arc System Works
Oct	10/10/2019		Spirit Hunter: NG[d]	Win, NS, PS4, PSVita	Adventure, visual novel	Aksys Games
Oct	10/10/2019		Valfaris	Win, NS	Action platformer	Merge Games
Oct	11/10/2019		Doraemon Story of Seasons[d]	Win, NS	Farm simulation, role-playing	Bandai Namco Entertainment
Oct	11/10/2019		Frostpunk	PS4, XBO	City-building	11 Bit Studios
Oct	11/10/2019		Grid	Win, PS4, XBO	Racing	Codemasters
Oct	11/10/2019		Killer Queen Black	Win, NS	Real-time strategy	BumbleBear Games
Oct	15/10/2019		Children of Morta	PS4, XBO	Action role-playing	11 Bit Studios
Oct	15/10/2019		Disco Elysium	Win	Role-playing	ZA/UM
Oct	15/10/2019		Earth Defense Force: Iron Rain	Win	Third-person shooter	D3 Publisher
Oct	15/10/2019		Grandia HD Remaster	Win	Role-playing	GungHo Online Entertainment
Oct	15/10/2019		Overwatch: Legendary Edition	NS	First-person shooter	Blizzard Entertainment
Oct	15/10/2019		Steins;Gate Elite[c]	iOS	Visual novel	Mages
Oct	15/10/2019		The Witcher 3: Wild Hunt Complete Edition	NS	Action role-playing	Warner Bros. Interactive Entertainment
Oct	16/10/2019		Little Town Hero	NS	Role-playing	Game Freak
Oct	17/10/2019		Monkey King: Hero is Back	Win, PS4	Action-adventure	THQ Nordic
Oct	17/10/2019		Stranded Sails: Explorers of the Cursed Islands	Win, NS, PS4, XBO	Adventure	rokaplay, Merge Games
Oct	17/10/2019		The Jackbox Party Pack 6	Win, NS, PS4, XBO	Party	Jackbox Games
Oct	17/10/2019		Travis Strikes Again: No More Heroes Complete Edition	Win, PS4	Action-adventure	Marvelous
Oct	17/10/2019		Vectronom	iOS, Droid	Rhythm	ARTE Experience
Oct	18/10/2019		Digimon Story Cyber Sleuth: Complete Edition	Win, NS	Role-playing	Bandai Namco Entertainment
Oct	18/10/2019		Ice Age: Scrat's Nutty Adventure	Win, NS, PS4, XBO	Platform	Outright Games
Oct	18/10/2019		Plants vs Zombies: Battle for Neighborville	Win, PS4, XBO	Third-person shooter	Electronic Arts
Oct	18/10/2019		Return of the Obra Dinn	NS, PS4, XBO	Puzzle	3909
Oct	18/10/2019		Ring Fit Adventure	NS	Adventure, Fitness	Nintendo
Oct	22/10/2019		Raging Loop[d]	NS, PS4	Visual novel	PQube
Oct	22/10/2019		The Legend of Heroes: Trails of Cold Steel III[d]	PS4	Role-playing	Xseed Games
Oct	22/10/2019		Skullgirls 2nd Encore	NS	Fighting	Skybound Games
Oct	22/10/2019		WWE 2K20	Win, PS4, XBO	Sports	2K Sports
Oct	23/10/2019		Corpse Party 2: Dead Patient – Chapter 1[d]	Win	Survival horror	Xseed Games, Marvelous USA
Oct	24/10/2019		Dusk Diver[d]	NS, PS4	Action role-playing	PQube
Oct	25/10/2019		Call of Duty: Modern Warfare	Win, PS4, XBO	First-person shooter	Activision
Oct	25/10/2019		MediEvil	PS4	Action-adventure, hack and slash	Sony Interactive Entertainment
Oct	25/10/2019		The Outer Worlds	Win, PS4, XBO	Role-playing	Private Division
